source,target,edge
Verkkokalvon keskusvaltimon tukos,Verkkokalvon valtimotukos,classified as
Verschluss der zentralen Netzhautarterie,Verschluss einer Netzhautarterie,classified as
centrale retina arterie occlusie,retina arterie occlusie,classified as
refractive disorder,hyperopia,associated with
refractive disorder,hypermetropia,associated with
Refraction disorder,Ametropia,classifies
Disturbo della rifrazione,Ametropia,classifies
Zaburzenie refrakcji,Ametropia,classifies
Refrakcijos sutrikimas,Ametropija,classifies
refractieaandoening,ametropie,classifies
Refraktionsstoerung,Ametropie,classifies
Porucha refrakce,Ametropie,classifies
Disorder of refraction,Keratophakia,associated finding of
refractive disorder,ophthalmologic,associated with
Disturbo della rifrazione,Alterazione transitoria della rifrazione,classifies
refractieaandoening,voorbijgaande refractieverandering,classifies
Refraction disorder,Transient refractive change,classifies
Refraktionsstoerung,Transiente Refraktionsaenderung,classifies
refractive disorder,astigmatism,associated with
refractive disorder,presbyopia,associated with
Disturbo di rifrazione,Disturbo della rifrazione,classified as
Disturbo della rifrazione,Disturbo della rifrazione,classified as
Errore di rifrazione,Disturbo della rifrazione,classified as
Disturbo della rifrazione,Disturbo della rifrazione,classified as
Porucha refrakce,Porucha refrakce,classified as
Porucha refrakce,Porucha refrakce,classified as
Refraction disorder,Refraction disorder,classifies
Refraction disorder,Refraction disorder of,classifies
Refraction disorder,Error refraction,classifies
Disturbo della rifrazione,Disturbo di rifrazione,classifies
Disturbo della rifrazione,Errore di rifrazione,classifies
Refraktionsstoerung,Refraktionsstoerung,classifies
Disturbo della rifrazione,Disturbo della rifrazione,classifies
Refraction disorder,Disorder refraction,classifies
Disturbo della rifrazione,Disturbo della rifrazione,classifies
refractieaandoening,refractieaandoening,classifies
refractieaandoening,refractieaandoening,classifies
refractieaandoening,stoornis refractie,classifies
Refraction disorder of,Refraction disorder,classified as
Refraktionsstoerung,Fehler Refraktion,classifies
Refraktionsstoerung,Refraktionsstoerung,classifies
Porucha refrakce,Porucha refrakce,classifies
Porucha refrakce,Porucha refrakce,classifies
Error refraction,Refraction disorder,classified as
Disorder refraction,Refraction disorder,classified as
Refraktionsstoerung,Refraktionsstoerung,classifies
Refraction disorder,Refraction disorder,classified as
refractieaandoening,aandoening refractie,classifies
Zaburzenie refrakcji,Zaburzenie refrakcji,classifies
Zaburzenie refrakcji,Zaburzenie refrakcji,classifies
Zaburzenie refrakcji,Zaburzenie refrakcji,classified as
Refrakcijos sutrikimas,Refrakcijos sutrikimas,classified as
Refrakcijos sutrikimas,Refrakcijos sutrikimas,classifies
Refrakcijos klaida,Refrakcijos sutrikimas,classified as
Refrakcijos sutrikimas,Refrakcijos klaida,classifies
Zaburzenie refrakcji,Zaburzenie refrakcji,classifies
"Refrakcijos sutrikimai, kitaip nenurodyta",Refrakcijos sutrikimas,classified as
Zaburzenie refrakcji,Zaburzenie refrakcji,classified as
Refrakcijos sutrikimas,Sutrikimo refrakcija,classifies
Refrakcijos sutrikimas,"Refrakcijos sutrikimai, kitaip nenurodyta",classifies
Sutrikimo refrakcija,Refrakcijos sutrikimas,classified as
Zaburzenie refrakcji,Zaburzenie refrakcji,classified as
Refrakcijos sutrikimas,Refrakcijos sutrikimas,classifies
Refrakcijos sutrikimas,Refrakcijos sutrikimas,classified as
stoornis refractie,refractieaandoening,classified as
Refraktionsstoerung,Refraktionsstoerung,classified as
Refraktionsstoerung,Refraktionsstoerung,classified as
aandoening refractie,refractieaandoening,classified as
Refraktionsstoerung,Refraktionsstoerung,classified as
refractieaandoening,refractieaandoening,classified as
refractieaandoening,refractieaandoening,classified as
Fehler Refraktion,Refraktionsstoerung,classified as
refractive disorder,myopia,associated with
Nefropatia diabetica,Diabete mellito tipo I con manifestazioni renali,classifies
Nefropatia cukrzycowa,Cukrzyca typu I z objawami nerkowymi,classifies
Nefropatia diabetica,Nefropatia diabetica,classified as
Nefropatia diabetica,Nefropatia diabetica,classified as
Diabete con manifestazioni renali,Nefropatia diabetica,classified as
Diabetic nephropathy,Diabetic renal disease,classifies
Malattia renale diabetica,Nefropatia diabetica,classified as
Nefropatia diabetica,Nefropatia diabetica,classifies
Diabetische Nephropathie,Diabetes mit renalen Manifestationen,classifies
diabetische nefropathie,diabetische nierziekte,classifies
Diabetic nephropathy,Diabetes with renal manifestations,classifies
Diabetic nephropathy,Diabetic nephropathy,classifies
Nefropatia diabetica,Diabete con manifestazioni renali,classifies
Diabetes mit renalen Manifestationen,Diabetische Nephropathie,classified as
diabetische nefropathie,diabetische nefropathie,classifies
Diabeteses nephropathia,Diabeteses nephropathia,classified as
Nefropatia diabetica,Nefropatia diabetica,classifies
Diabetesnefropati,Diabetes med renala manifestationer,classifies
Diabetische Nephropathie,Diabetische Nephropathie,classifies
Diabetische Nephropathie,Diabetische Nierenerkrankung,classifies
Diabeteses nephropathia k.m.n.,Diabeteses nephropathia,classified as
diabetische nefropathie,diabetes met niermanifestaties,classifies
Diabetic renal disease,Diabetic nephropathy,classified as
Diabetische Nephropathie,Diabetische Nephropathie,classified as
Diabetes with renal manifestations,Diabetic nephropathy,classified as
Diabetic nephropathy,Diabetic nephropathy,classified as
Diabeteses nephropathia,Diabeteses nephropathia,classifies
Diabeteses nephropathia,Diabeteses nephropathia k.m.n.,classifies
Diabetische Nierenerkrankung,Diabetische Nephropathie,classified as
Diabetesnefropati,Diabetesnefropati,classified as
Nefropatia diabetica,Malattia renale diabetica,classifies
Nefropatia cukrzycowa BNO,Nefropatia cukrzycowa,classified as
Diabetische Nierenerkrankung,Diabetische Nephropathie,classified as
Diabetische Nephropathie,Diabetische Nierenerkrankung,classifies
Nefropatia cukrzycowa,Cukrzycowa choroba nerek,classifies
Nefropatia cukrzycowa,Nefropatia cukrzycowa BNO,classifies
Diabeetiline nefropaatia,Diabeetiline nefropaatia,classified as
Cukrzycowa choroba nerek,Nefropatia cukrzycowa,classified as
Diabeettinen nefropatia,Diabeettinen nefropatia,classifies
Diabeettinen nefropatia,Diabeteksen munuaismuutokset,classifies
Nefropatia cukrzycowa,Nefropatia cukrzycowa,classified as
Diabetes med renala manifestationer,Diabetesnefropati,classified as
Cukrzyca z objawami nerkowymi,Nefropatia cukrzycowa,classified as
Nefropatia cukrzycowa,Nefropatia cukrzycowa,classifies
Diabeteksen munuaismuutokset,Diabeettinen nefropatia,classified as
Diabetesnefropati,Diabetesnefropati UNS,classifies
Diabetisk njursjukdom,Diabetesnefropati,classified as
Diabetesnefropati,Diabetesrelaterad njursjukdom,classifies
Diabetische nieraandoening,diabetische nefropathie,classified as
Diabetesnefropati,Diabetesnefropati,classifies
Diabeetiline neeruhaigus,Diabeetiline nefropaatia,classified as
diabetische nefropathie,Diabetische nieraandoening,classifies
Diabeettinen nefropatia,Diabeettinen nefropatia,classified as
Nefropatia cukrzycowa,Cukrzyca z objawami nerkowymi,classifies
Diabeetiline nefropaatia,Diabeetiline neeruhaigus,classifies
Diabetesrelaterad njursjukdom,Diabetesnefropati,classified as
Diabeetiline nefropaatia,Diabeetiline neeruhaigus,classifies
diabetes met niermanifestaties,diabetische nefropathie,classified as
Nefropatia cukrzycowa,Cukrzycowa choroba nerek,classifies
diabetische nefropathie,diabetische nefropathie,classified as
Diabeetiline neeruhaigus,Diabeetiline nefropaatia,classified as
Cukrzycowa choroba nerek,Nefropatia cukrzycowa,classified as
Diabeetiline nefropaatia,Diabeetiline nefropaatia,classifies
Diabeettinen nefropatia,Diabeettinen munuaistauti,classifies
Diabetesnefropati,Diabetisk njursjukdom,classifies
Diabeettinen munuaistauti,Diabeettinen nefropatia,classified as
diabetische nierziekte,diabetische nefropathie,classified as
Diabetesnefropati UNS,Diabetesnefropati,classified as
Diabetic nephropathy,Associated with,associated with
diabetic nephropathy,genitourinary,associated with
Diabetic nephropathy,Nodular glomerulosclerosis,associated with
diabetic nephropathy,nephropathy,associated with
diabetic nephropathy,renal disease,associated with
Pupil structure,Undilated pupil,finding site of
Pupil structure,Large pupil,finding site of
Pupil structure,"Thrombocytopathy, asplenia and miosis",finding site of
Pupil structure,Spastic ataxia with congenital miosis,finding site of
Pupil structure,Intraoperative miosis,finding site of
Pupil structure,Pupil equal round and reacting to light,finding site of
Pupil structure,Poor pupil dilation to mydriatic eye drop,finding site of
Pupil structure,Teardrop pupil,finding site of
Pupil structure,Brisk pupil movement,finding site of
Pupil structure,Pupil round,finding site of
Pupil structure,Medium size pupil,finding site of
Pupil structure,Sluggish pupil movement,finding site of
Pupil structure,Congenital miosis,finding site of
Pupil structure,Congenital mydriasis,finding site of
Pupil structure,Entire pupil,has entire anatomy structure
Pupil structure,Absolute afferent pupillary defect,finding site of
Pupil structure,Persistent mydriasis,finding site of
Pupil structure,Traumatic mydriasis,finding site of
Pupil structure,Tadpole pupil,finding site of
Pupil structure,Pharmacologic anisocoria,finding site of
Pupil structure,Midbrain corectopia,finding site of
Pupil structure,"Pupils equal, react to light and accommodation",finding site of
Pupil structure,Congenital ectopic pupil,finding site of
Pupil structure,Pupils equal and reacting to light,finding site of
Pupil structure,Pupil reaction - finding,finding site of
Pupil structure,Regularity of pupil - finding,finding site of
Pupil structure,Pupil reaction to light - finding,finding site of
Pupil structure,Pupil afferent light reaction - finding,finding site of
Pupil structure,Rate of pupil reaction to light - finding,finding site of
Pupil structure,Pupil near reaction - finding,finding site of
Pupil structure,Pupil motor light reaction - finding,finding site of
Pupil structure,Finding of pupil movement,finding site of
Pupil structure,Abnormal pupil reaction,finding site of
Pupil structure,Abnormal pupillary function,finding site of
Pupil structure,Physiologic anisocoria,finding site of
Pupil structure,Constricted pupil,finding site of
Pupil structure,Fixed dilatation of right pupil,finding site of
Pupil structure,Bilateral fixed dilatation of pupil,finding site of
Pupil structure,Fixed dilatation of left pupil,finding site of
Pupil structure,Pupils equal,finding site of
Pupil structure,No pupillary reaction to light,finding site of
Pupil structure,Finding of proportion of pupil,finding site of
Pupil structure,Finding of appearance of pupil,finding site of
Pupil structure,Normal size pupil,finding site of
Pupil structure,Finding of size of pupil,finding site of
Pupil structure,Absent pupil near reaction,finding site of
Pupil structure,Pupil normal,finding site of
Pupil structure,Pupil afferent light reaction normal,finding site of
